system:index,H2O,LEDAPS,O3,bkgd_BT,bkgd_TIR,cloud_count,date,doy,lake_BT,lake_TIR,lake_count,lake_mean_rad,solar_z,valid_count,.geo
LC80810712015131LGN00,4.840000152587891,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.25211904761904763,,,2952.0,2015-05-11T22:48:32,131.95037162037036,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",44.055511474609375,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015147LGN00,3.9400001525878907,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.25407291666666665,,,2952.0,2015-05-27T22:48:33,147.95038969907407,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",46.74491500854492,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015163LGN00,4.490000152587891,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.2516357142857143,2.246070760091146,6.432450486966409,2952.0,2015-06-12T22:48:45,163.95052693287036,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",48.52022933959961,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015179LGN00,5.3900001525878904,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.25143809523809524,,,2952.0,2015-06-28T22:48:51,179.9505982986111,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",49.06349563598633,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015195LGN00,4.659999847412109,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.25223015873015875,,,2952.0,2015-07-14T22:49:02,195.95071905092593,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",48.18411636352539,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015259LGN00,2.720000076293945,"{shadow_count=170.0, cloud_count=566.0, water_count=1893.0, snow_count=0.0, lake_SR={blue=0.2369526148969887, green=0.25352097200211343, red=0.1660489170628635, nir=0.028374801901743296, swir1=0.009492974115161108, swir2=0.007855942947702066}}",0.2584277777777778,17.216310620949983,8.259009641742114,392.0,2015-09-16T22:49:26,259.9509967824074,20.924708436664783,8.752660948462712,2280.0,"{blue=142.98346670430743, green=125.617623018089, red=71.9029072235755, nir=10.247332891418697, swir1=0.8155436938612215, swir2=0.2088719129835035, tir1=8.752660948462712, tir2=8.11399752149101}",33.19717025756836,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015275LGN00,3.0600000381469727,"{shadow_count=140.0, cloud_count=622.0, water_count=1890.0, snow_count=0.0, lake_SR={blue=0.24000349206349175, green=0.25685465608465574, red=0.16509703703703707, nir=0.027612486772486785, swir1=0.011380105820105802, swir2=0.010290158730158707}}",0.2635729166666666,17.16340115043147,8.251860551389125,683.0,2015-10-02T22:49:30,275.9510473263889,21.184690019977626,8.788166807046913,2144.0,"{blue=155.72597124909333, green=136.89724269901913, red=76.96544638252122, nir=11.355028961716505, swir1=1.0017127530610643, swir2=0.2573941810879836, tir1=8.788166807046913, tir2=8.05108677175841}",28.812881469726562,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015291LGN00,3.6900001525878907,"{shadow_count=0.0, cloud_count=0.0, water_count=2353.0, snow_count=0.0, lake_SR={blue=0.24237437314067117, green=0.2561949851253725, red=0.16396697832554144, nir=0.035495197620059496, swir1=0.01686523586910329, swir2=0.014412494687632808}}",0.26734375,23.391342011479033,9.090962730294155,622.0,2015-10-18T22:49:31,291.95105957175923,22.41730739067986,8.956137682792935,2243.0,"{blue=163.44923052362137, green=142.04310502875654, red=78.13396781572646, nir=11.577738275133635, swir1=1.0462630873924263, swir2=0.2751416872945588, tir1=8.956137682792935, tir2=8.2757277346646}",25.60076141357422,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80810712015339LGN00,3.959999847412109,"{shadow_count=0.0, cloud_count=2952.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.26126666666666665,,,2952.0,2015-12-05T22:49:37,339.95112725694446,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",26.16759490966797,"{blue=2952, green=2952, red=2952, nir=2952, swir1=2952, swir2=2952, tir1=2952, tir2=2952}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702013244LGN00,2.480000305175781,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.26,,,2859.0,2013-09-01T22:57:18,244.95646850694445,,,25.0,"{blue=76.09785769358277, green=50.61954081058502, red=29.313280247524382, nir=8.838464961182327, swir1=1.1932589994370937, swir2=0.29954690582118926, tir1=null, tir2=null}",35.997379302978516,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=0, tir2=0}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702013308LGN00,4.480000305175781,"{shadow_count=0.0, cloud_count=1136.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.244,,,2930.0,2013-11-04T22:57:01,308.9562615856481,,,2.0,"{blue=157.01308911759406, green=126.84067798638716, red=86.73891995521262, nir=27.598557924386114, swir1=4.837013393640518, swir2=1.2876343743992038, tir1=null, tir2=null}",23.670799255371094,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=1136, tir2=1071}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702013324LGN00,3.6100006103515625,"{shadow_count=71.0, cloud_count=133.0, water_count=474.0, snow_count=0.0, lake_SR={blue=0.2296721518987338, green=0.21917426160337558, red=0.15607510548523218, nir=0.07022362869198306, swir1=0.06021962025316451, swir2=0.05294367088607591}}",0.262,21.38497647931499,8.816122845206044,2538.0,2013-11-20T22:56:53,324.95616974537035,24.058910385614578,9.1829904696401,739.0,"{blue=191.0714380670344, green=155.13969054703975, red=96.84472154406515, nir=29.127582412351085, swir1=5.293509203721977, swir2=1.449560628769288, tir1=9.1829904696401, tir2=8.201470956928032}",24.542320251464844,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2701, tir2=2662}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702013340LGN00,4.8,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.26,,,2507.0,2013-12-06T22:56:53,340.9561717361111,,,805.0,"{blue=183.69801435728112, green=151.89482735118233, red=95.75748605082124, nir=31.2002319976028, swir1=4.413791765962143, swir2=1.1537566410656006, tir1=null, tir2=null}",26.363452911376953,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=0, tir2=0}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702013356LGN00,4.060000610351563,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.25,,,2945.0,2013-12-22T22:56:43,356.9560605208333,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",28.283039093017578,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=0, tir2=0}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014007LGN00,3.4600006103515626,"{shadow_count=0.0, cloud_count=278.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.252,23.762400632916076,9.147067969398234,2789.0,2014-01-07T22:56:34,7.955953009259259,23.396949768066406,9.091231740865624,52.0,"{blue=127.86191422850467, green=93.01532771040758, red=49.78387594466599, nir=16.867108840656538, swir1=2.5172711663897362, swir2=0.6573830811069526, tir1=9.091231740865624, tir2=8.076850887213368}",29.787845611572266,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=288, tir2=247}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014039LGN00,4.160000610351562,"{shadow_count=null, cloud_count=null, water_count=null, snow_count=null, lake_SR=null}",0.25,,,2945.0,2014-02-08T22:56:12,39.955702789351854,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",31.26544189453125,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=1441, tir2=1381}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014055LGN00,5.830000305175782,"{shadow_count=0.0, cloud_count=2281.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.255,,,2945.0,2014-02-24T22:55:59,55.955553252314814,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",31.825927734375,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2281, tir2=2232}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014135LGN00,4.260000610351563,"{shadow_count=0.0, cloud_count=171.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.256,,,2945.0,2014-05-15T22:54:48,135.9547293634259,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",43.44087219238281,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=171, tir2=135}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014151LGN00,3.7600006103515624,"{shadow_count=0.0, cloud_count=0.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.259,,,2945.0,2014-05-31T22:54:52,151.9547724537037,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",45.902191162109375,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=0, tir2=0}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014167LGN00,3.6199996948242186,"{shadow_count=0.0, cloud_count=0.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.264,,,2209.0,2014-06-16T22:54:58,167.95484921296296,,,532.0,"{blue=96.56564308032114, green=73.85522302742557, red=47.5769058601122, nir=9.20990583857721, swir1=1.1758851752812534, swir2=0.3458868986934632, tir1=null, tir2=null}",47.37775421142578,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=0, tir2=0}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014199LGN00,3.3399993896484377,"{shadow_count=363.0, cloud_count=883.0, water_count=230.0, snow_count=0.0, lake_SR={blue=0.20259739130434762, green=0.18450652173913046, red=0.1080678260869565, nir=0.020304782608695653, swir1=0.014526521739130447, swir2=0.013364347826086956}}",0.263,15.227262732100813,8.000750167172543,859.0,2014-07-18T22:55:08,199.95496252314814,21.013866571909368,8.765227432118287,1782.0,"{blue=110.63523517147033, green=83.51727051616518, red=45.73906357769251, nir=9.003763530953703, swir1=1.0749321655624031, swir2=0.2827989304289023, tir1=8.765227432118287, tir2=8.013133980180012}",46.34540939331055,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=1557, tir2=1498}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014215LGN00,3.1100006103515625,"{shadow_count=0.0, cloud_count=128.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.265,,,1153.0,2014-08-03T22:55:16,215.955048125,,,1578.0,"{blue=118.4189438755035, green=91.93508915585278, red=52.36698566288103, nir=10.658425717108207, swir1=1.848414093323131, swir2=0.593614602594361, tir1=null, tir2=null}",43.748939514160156,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=128, tir2=99}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014231LGN00,4.019999694824219,"{shadow_count=0.0, cloud_count=67.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.267,,,2931.0,2014-08-19T22:55:20,231.95510188657408,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",40.01590347290039,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=67, tir2=47}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014247LGN00,4.339999389648438,"{shadow_count=17.0, cloud_count=419.0, water_count=5.0, snow_count=0.0, lake_SR={blue=0.1696, green=0.16032, red=0.11034000000000002, nir=0.03828, swir1=0.032279999999999996, swir2=0.025179999999999998}}",0.252,20.69112060546875,8.728721550349146,2319.0,2014-09-04T22:55:23,247.95513576388888,21.047447840372723,8.76943185703567,520.0,"{blue=132.16711575816421, green=103.41320749290753, red=62.73701262082367, nir=13.335559626357057, swir1=2.0514611807183916, swir2=0.5835589482529591, tir1=8.76943185703567, tir2=7.831297363707563}",35.57185363769531,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=452, tir2=400}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014263LGN00,4.3,"{shadow_count=0.0, cloud_count=2883.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.264,,,2944.0,2014-09-20T22:55:22,263.95512498842595,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",31.00811767578125,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2883, tir2=2858}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014311LGN00,3.709999847412109,"{shadow_count=0.0, cloud_count=75.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.281,,,2945.0,2014-11-07T22:55:30,311.95521019675925,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",24.078201293945312,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=75, tir2=53}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014327LGN00,3.709999847412109,"{shadow_count=0.0, cloud_count=1664.0, water_count=11.0, snow_count=0.0, lake_SR={blue=0.19586363636363632, green=0.1891, red=0.14534545454545453, nir=0.055763636363636356, swir1=0.03463636363636364, swir2=0.028127272727272726}}",0.289,,,2558.0,2014-11-23T22:55:26,327.95517269675923,20.71140878411788,8.72402092018253,255.0,"{blue=114.60771705396839, green=84.39620073461064, red=53.58987625411109, nir=14.67437220151518, swir1=1.9308114286279305, swir2=0.4875019624833858, tir1=8.72402092018253, tir2=7.986619430972048}",25.146705627441406,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=1675, tir2=1615}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014343LGN00,3.45,"{shadow_count=173.0, cloud_count=187.0, water_count=633.0, snow_count=0.0, lake_SR={blue=0.2604222748815165, green=0.25651437598736143, red=0.19016714060031614, nir=0.07349257503949448, swir1=0.057596366508688795, swir2=0.05120789889415482}}",0.274,19.430855096418856,8.553081917009802,2392.0,2014-12-09T22:55:22,343.95512033564813,24.212701515058473,9.205842546877923,1972.0,"{blue=204.89773414905832, green=171.41742404369433, red=111.7425804883799, nir=30.81077206232037, swir1=5.227546613408703, swir2=1.4501149237867748, tir1=9.205842546877923, tir2=8.279315476623859}",27.005931854248047,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2945, tir2=2945}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702014359LGN00,3.95,"{shadow_count=0.0, cloud_count=2945.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.272,,,2939.0,2014-12-25T22:55:21,359.95511475694445,,,0.0,"{blue=null, green=null, red=null, nir=null, swir1=null, swir2=null, tir1=null, tir2=null}",28.866512298583984,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2945, tir2=2945}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702015010LGN00,6.170000076293945,"{shadow_count=0.0, cloud_count=2945.0, water_count=0.0, snow_count=0.0, lake_SR={blue=null, green=null, red=null, nir=null, swir1=null, swir2=null}}",0.253,,,2914.0,2015-01-10T22:55:19,10.955083773148148,13.781235233429939,7.819549152126251,62.0,"{blue=183.27033401797377, green=150.4228982180357, red=92.33938295475298, nir=30.335047589614987, swir1=4.983772911829874, swir2=1.2257763829829562, tir1=7.819549152126251, tir2=6.998764487071669}",30.256145477294922,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2945, tir2=2945}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702015026LGN00,4.6,"{shadow_count=149.0, cloud_count=212.0, water_count=2085.0, snow_count=0.0, lake_SR={blue=0.3194929016786563, green=0.3113800959232615, red=0.2134285371702634, nir=0.0782002398081535, swir1=0.056415635491606685, swir2=0.04777875299760194}}",0.259,17.15831474496537,8.251358454367718,1001.0,2015-01-26T22:55:13,26.955016655092592,21.45614549408332,8.825234486350066,2045.0,"{blue=198.73495900633682, green=165.00436136254808, red=97.91527096478127, nir=24.502517742774742, swir1=3.86196845850946, swir2=1.0074030291575717, tir1=8.825234486350066, tir2=7.814628745588271}",31.095016479492188,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2945, tir2=2945}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
LC80820702015042LGN00,4.479999923706055,"{shadow_count=16.0, cloud_count=1021.0, water_count=1413.0, snow_count=0.0, lake_SR={blue=0.3097904458598723, green=0.298116065109695, red=0.19663581033262578, nir=0.0709552724699223, swir1=0.054490728945506016, swir2=0.04701344656758671}}",0.256,21.018026035556208,8.765541823951404,1367.0,2015-02-11T22:55:06,42.9549359375,24.627602573681703,9.26348727042,1622.0,"{blue=195.33184523134162, green=160.56982793336283, red=91.45446734775763, nir=22.057269258849534, swir1=3.736329782678965, swir2=1.0179341254105523, tir1=9.26348727042, tir2=8.348691556257705}",31.593036651611328,"{blue=2945, green=2945, red=2945, nir=2945, swir1=2945, swir2=2945, tir1=2945, tir2=2945}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[167.82157,-15.38674],[167.82045,-15.38972],[167.82389,-15.39659],[167.82706,-15.39767],[167.840195,-15.395349],[167.84174,-15.39237],[167.83908,-15.386],[167.82938,-15.38294],[167.82157,-15.38674]]]}"
