year,month,day,hour,minute,timestamp,satellite,fileID,red,green,blue,H,S,V,BT_lake,BT_bkgd,dBT,dT_surface,lake_size
1985,3,7,5,24,479057091.071,L5,LT50150531985066XXX03,0.0865431357682,0.129334266476,0.104275355835,0.402398346626,0.330856870909,0.129334266476,22.8760458935,10.1471679733,12.7288779202,12.6996456547,93.0
1985,3,23,5,24,480439489.125,L5,LT50150531985082AAA09,0.130190619587,0.213274018801,0.165194776284,0.403552247959,0.389561746343,0.213274018801,35.4185980475,20.9107108274,14.5078872202,15.8981568152,82.0
1986,1,21,5,21,506704899.88,L5,LT50150531986021XXX03,0.122010901635,0.257858766852,0.218240318997,0.451393607608,0.526830508324,0.257858766852,26.3035499092,13.830085882,12.4734640272,12.8194962512,90.0
1986,2,6,5,21,508087278.482,L5,LT50150531986037XXX18,0.0999019747107,0.210057232582,0.18085174876,0.455811635948,0.524405927458,0.210057232582,27.341240689,17.4379344442,9.90330624483,10.3721570583,91.0
1986,2,22,5,20,509469656.045,L5,LT50150531986053XXX03,0.124008032847,0.203002990898,0.208208117635,0.510303090846,0.404403467765,0.208208117635,21.3575412312,9.74414139864,11.6133998326,11.4923941621,48.0
1986,4,11,5,19,513616795.885,L5,LT50150531986101XXX03,0.209886123902,0.320948533431,0.253543895976,0.398848707766,0.346044296703,0.320948533431,22.4798374711,13.1167189522,9.36311851894,9.44361420792,91.0
1986,4,27,5,19,514999173.057,L5,LT50150531986117XXX05,0.121589242551,0.240180937233,0.235761947168,0.493789629651,0.493759813115,0.240180937233,27.8452652464,18.6368232774,9.20844196904,9.71046631201,88.0
1986,9,18,5,14,527440492.001,L5,LT50150531986261AAA03,0.250806783015,0.271503904771,0.233849689761,0.258277135553,0.138687563413,0.271503904771,17.0288504305,9.18909191551,7.839758515,7.59606442419,17.0
1987,3,13,5,16,542646973.47,L5,LT50150531987072AAA09,0.198863351968,0.232398725248,0.194602588668,0.314544978734,0.162634870477,0.232398725248,39.4464322381,19.0598304822,20.386601756,22.5243727169,50.0
1987,3,29,5,16,544029407.828,L5,LT50150531987088AAA02,0.146442160522,0.17340779917,0.155127185726,0.387012914954,0.155504185955,0.17340779917,15.1518673378,3.34168928938,11.8101780484,11.056376196,1.0
1987,7,3,5,19,552323961.99,L5,LT50150531987184XXX02,0.135748833153,0.161406276664,0.0991741809416,0.2353810581,0.385561807192,0.161406276664,32.7148881108,15.3583404648,17.356547646,18.4178283392,47.0
1987,9,5,5,21,557853662.011,L5,LT50150531987248XXX02,0.108286336072,0.131981785838,0.102442714677,0.300362191695,0.223811725032,0.131981785838,26.6276318243,18.3752160483,8.25241577597,8.65095551512,46.0
1988,1,3,5,17,568221448.906,L4,LT40150531988003XXX03,0.213527494273,0.22228404288,0.173832183037,0.196787796638,0.217972730812,0.22228404288,21.4430108777,7.34545883691,14.0975520408,13.8125174533,4.0
1988,5,10,5,21,579280900.569,L4,LT40150531988131XXX15,0.23931804566,0.229994001605,0.187098779509,0.136907394717,0.218200286599,0.23931804566,37.4821377527,19.6800788345,17.8020589182,19.5693753718,2.0
1989,12,31,5,17,631120642.199,L5,LT50150531989365CPE02,0.0952212388205,0.0860995195106,0.0212471001612,0.146115071485,0.776865955281,0.0952212388205,24.7556321588,14.7728860823,9.98274607652,10.2343267481,2.0
1990,1,16,5,16,632503011.896,L5,LT50150531990016CPE03,0.0686866408492,0.0764432018187,0.06582851507,0.288456427606,0.138857171026,0.0764432018187,17.2103802233,11.7748622353,5.43551798796,5.330284073,1.0
1990,4,22,5,14,640797279.829,L5,LT50150531990112XXX02,0.115309171008,0.122212937793,0.118570211818,0.412059457569,0.056489655754,0.122212937793,17.2103802233,16.2942528426,0.916127380699,0.915916688811,3.0
1991,6,28,5,17,678122250.865,L5,LT50150531991179XXX02,0.278503044771,0.316487815612,0.207525202508,0.224767284482,0.344286913206,0.316487815612,19.7343691606,12.53397862,7.20039054066,7.16101120699,8.0
1993,4,6,5,8,734108907.841,L4,LT40150531993096XXX02,0.329518107164,0.39712436976,0.316750843283,0.306858480147,0.202388804611,0.39712436976,27.1774471366,19.2649904444,7.91245669223,8.34255883259,15.0
1996,6,9,5,6,834332815.279,L5,LT50150531996161AAA01,0.134301446922,0.239574823602,0.225961579518,0.478447789122,0.439417527672,0.239574823602,26.8002835928,17.4807973441,9.31948624867,9.74117067758,99.0
1996,6,25,5,7,835715266.787,L5,LT50150531996177AAA01,0.211934017358,0.234247534122,0.240768113212,0.537690211862,0.119758781467,0.240768113212,9.95971750029,5.89652200053,4.06319549976,3.7584367388,7.0
1996,7,11,5,8,837097716.243,L5,LT50150531996193AAA00,0.11826682605,0.22994226638,0.229665146989,0.499586421463,0.485667302876,0.22994226638,24.8625622611,14.8892234186,9.9733388425,10.234081177,97.0
1996,8,12,5,10,839862618.187,L5,LT50150531996225AAA01,0.113360657038,0.196369397717,0.2096235919,0.522947901672,0.459218039295,0.2096235919,21.9055330215,16.4739105041,5.43162251739,5.54224825111,105.0
1996,11,16,5,15,848157316.397,L5,LT50150531996321AAA02,0.0756149297148,0.120854733426,0.122625370695,0.506277461038,0.383366351629,0.122625370695,20.7436584763,15.7573447826,4.98631369371,5.04830727639,107.0
1996,12,18,5,16,850922207.406,L5,LT50150531996353AAA01,0.127047555831,0.17030216846,0.165145781498,0.48013164898,0.253987444904,0.17030216846,2.63358849915,-8.89432685613,11.5279153553,9.58318864892,3.0
1997,1,3,5,17,852304653.55,L5,LT50150531997003AAA01,0.101124717599,0.196359889852,0.200578425364,0.50706951272,0.495834522507,0.200578425364,16.4659894695,10.3200266823,6.14596278715,5.96972685848,86.0
1997,2,4,5,19,855069541.085,L5,LT50150531997035AAA00,0.176922878102,0.214846184894,0.220243651768,0.520765506622,0.196694766538,0.220243651768,14.0389828158,11.338932959,2.7000498568,2.60652925049,15.0
1997,2,20,5,19,856451981.848,L5,LT50150531997051AAA02,0.0903769976956,0.189863994866,0.19685222646,0.510938743961,0.540889126219,0.19685222646,21.1194888047,13.4445308857,7.67495791897,7.70748764781,99.0
1997,3,24,5,20,859216857.178,L5,LT50150531997083XXX03,0.0837097279259,0.172163784434,0.173880416037,0.503172929842,0.518578746049,0.173880416037,23.4142049031,18.0936191308,5.32058577231,5.49920618128,94.0
1997,12,5,5,28,881335737.392,L5,LT50150531997339AAA01,0.0811601735837,0.188049121612,0.19081934018,0.50421034656,0.574675326374,0.19081934018,26.0069072223,16.9172197472,9.08968747513,9.4490007315,100.0
1997,12,21,5,29,882718159.445,L5,LT50150531997355CPE03,0.0700303461432,0.171830426379,0.171357833997,0.499226273724,0.592445019086,0.171830426379,26.3600548413,16.2067258418,10.1533289994,10.539334979,104.0
1998,1,6,5,29,884100582.784,L5,LT50150531998006CPE00,0.0714681893959,0.168936095825,0.164989878805,0.493252108712,0.576951337446,0.168936095825,24.5809959157,16.173172232,8.4078236837,8.66326244493,100.0
1998,2,23,5,30,888247842.022,L5,LT50150531998054AAA01,0.108503756209,0.126705336484,0.142474876355,0.577367382467,0.23843586333,0.142474876355,17.978805857,7.59323198754,10.3855738695,10.0342705504,16.0
1998,9,3,5,33,904836785.793,L5,LT50150531998246CPE00,0.0476263090393,0.1157357394,0.1319064158,0.531978041283,0.638938646384,0.1319064158,17.2975545687,13.0497758426,4.24777872615,4.19004144935,68.0
1999,1,9,5,33,915896007.046,L5,LT50150531999009AAA02,0.150407287064,0.208097490527,0.213170597801,0.513471530886,0.294427615183,0.213170597801,16.1974585106,15.6144477333,0.583010777247,0.578701725571,63.0
1999,2,10,5,33,918660817.236,L5,LT50150531999041CPE00,0.071812123587,0.180747981994,0.203955468534,0.529270595692,0.64790292654,0.203955468534,23.3246393932,16.4066338572,6.918005536,7.09835827943,98.0
1999,3,14,5,33,921425606.541,L5,LT50150531999073AAA01,0.0688091644982,0.168902628673,0.177611910554,0.513341087728,0.612586992146,0.177611910554,28.2564586383,23.0294208132,5.22703782513,5.61769440198,96.0
1999,4,15,5,33,924190388.754,L5,LT50150531999105AAA00,0.104345001802,0.2081700202,0.215885007331,0.511527982111,0.516663972678,0.215885007331,22.4152900191,18.1477271408,4.26756287825,4.39383074051,98.0
1999,5,1,5,33,925572786.425,L5,LT50150531999121AAA01,0.380124822833,0.401277218979,0.338468352075,0.222795674105,0.156522383863,0.401277218979,6.2639587161,3.80391624375,2.46004247234,2.2151347881,41.0
1999,8,5,5,32,933867126.819,L5,LT50150531999217CPE03,0.106400835176,0.184164038229,0.199877280745,0.528016402814,0.467669187916,0.199877280745,18.804077238,13.8153192291,4.98875800883,4.96890752804,86.0
1999,8,21,5,31,935249514.429,L5,LT50150531999233CPE01,0.0671962729723,0.141273351,0.150855645591,0.519089900491,0.554565739259,0.150855645591,19.2802281686,14.6923229317,4.58790523691,4.59591122661,60.0
1999,8,29,5,47,935941641.871,L7,LE70150531999241EDC01,0.0851350985267,0.178585096903,0.190110213161,0.51829817206,0.552180300516,0.190110213161,-1.12602326435,-6.83796326352,5.71193999917,4.70710116339,30.0
1999,11,9,5,30,942161420.998,L5,LT50150531999313AAA02,0.0519745869141,0.0904494294509,0.105784009954,0.54749657723,0.508672558953,0.105784009954,18.582322108,9.41523957995,9.167082528,8.95119404667,76.0
1999,11,25,5,29,943543785.392,L5,LT50150531999329CPE03,0.090533179254,0.201951697784,0.211506682794,0.513164019022,0.571960667824,0.211506682794,24.3889692513,14.7813564822,9.6076127691,9.83523010897,101.0
2000,1,20,5,47,948383231.913,L7,LE70150532000020EDC00,0.099385191154,0.209762213279,0.219841801571,0.513946361069,0.547924050642,0.219841801571,27.4265479964,14.7590578783,12.6674901181,13.1285261407,103.0
2000,2,13,5,28,950455703.58,L5,LT50150532000044AAA02,0.0673407263503,0.123395105275,0.126857635293,0.509696208128,0.469163001543,0.126857635293,28.8524337006,14.9136701902,13.9387635104,14.5387937957,107.0
2000,9,16,5,44,969119098.19,L7,LE70150532000260EDC00,0.046170368014,0.137757467851,0.168932011492,0.542323946847,0.726692604875,0.168932011492,17.4385475672,11.7323362248,5.70621134242,5.60021906427,98.0
2000,10,10,5,32,971191975.393,L5,LT50150532000284AAA01,0.0573734133929,0.168329506136,0.19760829562,0.53479732125,0.709660906629,0.19760829562,17.8788567811,11.6635361511,6.21532063,6.10964142541,104.0
2000,12,21,5,44,977413491.162,L7,LE70150532000356EDC00,0.065356030677,0.191147049403,0.217833380009,0.529169721189,0.699972379465,0.217833380009,24.0617956823,16.2186127413,7.84318294092,8.06580614937,106.0
