system:index,H2O,O3,date,doy,solar_z,swir,tir,vnir,.geo
20090222030031,5.439999389648437,0.243,2009-02-22T03:00:31,53.1253587962963,25.610647999999998,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20091020025937,3.8100006103515627,0.25,2009-10-20T02:59:37,293.1247337962963,18.748949999999994,false,"{bkgd_rad={tir1=6.002385428571424, tir2=6.485191071428572, tir3=6.853658839285715, tir4=6.917859116071427, tir5=6.55653526785714}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9319.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20091223025946,5.0,0.246,2009-12-23T02:59:46,357.12483796296294,26.168484,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100108025940,5.339999389648438,0.246,2010-01-08T02:59:40,8.124768518518518,27.383212999999998,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100124025933,5.130000305175781,0.243,2010-01-24T02:59:33,24.1246875,27.374170999999997,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100209025939,5.830000305175782,0.244,2010-02-09T02:59:39,40.12475694444444,26.280029999999996,false,"{bkgd_rad={tir1=7.548914815165875, tir2=8.2869272985782, tir3=8.81685781990521, tir4=8.903582189573463, tir5=8.49466137440758}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=2996.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100601025941,5.1100006103515625,0.239,2010-06-01T02:59:41,152.1247800925926,37.386486,false,"{bkgd_rad={tir1=7.295138709677417, tir2=7.876391612903223, tir3=8.29330241935484, tir4=8.510208596774191, tir5=8.212267338709678}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100617025941,5.160000610351562,0.237,2010-06-17T02:59:41,168.1247800925926,38.730572,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9394.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100804025923,5.469999694824219,0.258,2010-08-04T02:59:23,216.12457175925925,35.066443,false,"{bkgd_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=9318.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
20100829025311,3.4399993896484373,0.259,2010-08-29T02:53:11,241.1202662037037,30.331538000000002,false,"{bkgd_rad={tir1=7.7954994, tir2=8.350925999999998, tir3=8.781834, tir4=9.0125883, tir5=8.668275}, lake_rad={tir1=null, tir2=null, tir3=null, tir4=null, tir5=null}}","{pixel_counts={valid={green=9394, red=9394, nir=9394}, cloud=8434.0, lake=0.0}, mean_radiance={green=null, red=null, nir=null}}","{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[112.298655,-7.930490999999999],[112.29866800000002,-7.943818],[112.31228400000003,-7.9434869999999975],[112.311896,-7.930936999999999],[112.298655,-7.930490999999999]]]}"
